ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.NumeroTelefone;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.OrdemPublicacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.IndicadorFax;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.CodigoBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeApelido;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.DataCriacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroMesa;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroLideranca;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.CodigoMandato;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.CodigoExercicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataLeitura
5732;844;Rodrigo Pacheco;Rodrigo Otavio Soares Pacheco;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732;;sen.rodrigopacheco@senado.leg.br;;;;PSD;MG;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;562;MG;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;562;MG;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;562;MG;;;;;;;Titular;;;;1º Suplente;5257;Renzo Braz;;;;;;
;;;;;;;;;;;;;;;;;;;;;562;MG;;;;;;;Titular;;;;2º Suplente;5989;Ana Maria;;;;;;
;;;;;;;;;;;;;;;;;;;;;562;MG;;;;;;;Titular;;;;;;;2931;2019-02-01;;;;
4694;887;Rogerio Marinho;Rogério Simonetti Marinho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694;;sen.rogeriomarinho@senado.leg.br;33031826;2;Não;PL;RN;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
4694;887;Rogerio Marinho;Rogério Simonetti Marinho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694;;sen.rogeriomarinho@senado.leg.br;;;;PL;RN;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;616;RN;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;616;RN;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;616;RN;;;;;;;Titular;;;;1º Suplente;6374;Flávio Azevedo;;;;;;
;;;;;;;;;;;;;;;;;;;;;616;RN;;;;;;;Titular;;;;2º Suplente;6375;Igor Targino;;;;;;
;;;;;;;;;;;;;;;;;;;;;616;RN;;;;;;;Titular;;;;;;;3016;2023-02-01;;;;
5352;830;Rogério Carvalho;Rogério Carvalho Santos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352;;sen.rogeriocarvalho@senado.leg.br;33032201;1;Não;PT;SE;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5352;830;Rogério Carvalho;Rogério Carvalho Santos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352;;sen.rogeriocarvalho@senado.leg.br;33032203;3;Não;PT;SE;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5352;830;Rogério Carvalho;Rogério Carvalho Santos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352;;sen.rogeriocarvalho@senado.leg.br;;;;PT;SE;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;579;SE;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;579;SE;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;579;SE;;;;;;;Titular;;;;1º Suplente;5993;Jorge Mitidieri;;;;;;
;;;;;;;;;;;;;;;;;;;;;579;SE;;;;;;;Titular;;;;2º Suplente;5994;Maria da Taiçoca;;;;;;
;;;;;;;;;;;;;;;;;;;;;579;SE;;;;;;;Titular;;;;;;;2933;2019-02-01;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;33036519;1;Não;PL;RJ;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;33036517;2;Não;PL;RJ;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;33036520;3;Sim;PL;RJ;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5322;840;Romário;Romario de Souza Faria;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322;http://romario.org/;sen.romario@senado.leg.br;;;;PL;RJ;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;620;RJ;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;620;RJ;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;620;RJ;;;;;;;Titular;;;;1º Suplente;6372;Bruno Bonetti;;;;;;
;;;;;;;;;;;;;;;;;;;;;620;RJ;;;;;;;Titular;;;;2º Suplente;6373;Andrea Fontes;;;;;;
;;;;;;;;;;;;;;;;;;;;;620;RJ;;;;;;;Titular;;;;;;;3029;2023-02-01;;;;
6331;886;Sergio Moro;Sergio Fernando Moro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6331.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6331;;sen.sergiomoro@senado.leg.br;33036202;1;Não;UNIÃO;PR;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6331;886;Sergio Moro;Sergio Fernando Moro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6331.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6331;;sen.sergiomoro@senado.leg.br;;;;UNIÃO;PR;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;608;PR;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;608;PR;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;608;PR;;;;;;;Titular;;;;1º Suplente;6370;Luis Felipe Cunha;;;;;;
;;;;;;;;;;;;;;;;;;;;;608;PR;;;;;;;Titular;;;;2º Suplente;6371;Ricardo Guerra;;;;;;
;;;;;;;;;;;;;;;;;;;;;608;PR;;;;;;;Titular;;;;;;;3015;2023-02-01;;;;
5988;854;Soraya Thronicke;Soraya Vieira Thronicke;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988;;sen.sorayathronicke@senado.leg.br;33031775;1;Não;PODEMOS;MS;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5988;854;Soraya Thronicke;Soraya Vieira Thronicke;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988;;sen.sorayathronicke@senado.leg.br;;;;PODEMOS;MS;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;561;MS;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;561;MS;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;1º Suplente;5986;Rodolfo Nogueira;;;;;;
;;;;;;;;;;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;2º Suplente;5987;Danny Fabricio;;;;;;
;;;;;;;;;;;;;;;;;;;;;561;MS;;;;;;;Titular;;;;;;;2937;2019-02-01;;;;
5959;817;Styvenson Valentim;Eann Styvenson Valentim Mendes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959;;sen.styvensonvalentim@senado.leg.br;33031148;2;Não;PODEMOS;RN;;;;;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
5959;817;Styvenson Valentim;Eann Styvenson Valentim Mendes;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959;;sen.styvensonvalentim@senado.leg.br;;;;PODEMOS;RN;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;550;RN;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;550;RN;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;1º Suplente;5962;Alisson Taveira;;;;;;
;;;;;;;;;;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;2º Suplente;5963;Coronel Margarida;;;;;;
;;;;;;;;;;;;;;;;;;;;;550;RN;;;;;;;Titular;;;;;;;2899;2019-02-01;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;33034086;1;Não;PSD;AC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;33036708;1;Não;PSD;AC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;33036709;2;Não;PSD;AC;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4560;850;Sérgio Petecão;Sérgio de Oliveira Cunha;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560;http://www.petecao.com.br/;sen.sergiopetecao@senado.leg.br;;;;PSD;AC;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;520;AC;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;520;AC;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;1º Suplente;5908;Maria das Vitórias;;;;;;
;;;;;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;2º Suplente;5909;Maria Alice;;;;;;
;;;;;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;;;;2997;2022-11-04;;;;
;;;;;;;;;;;;;;;;;;;;;520;AC;;;;;;;Titular;;;;;;;2935;2019-02-01;2022-07-06;LCS;Licença com convocação de suplente (sup 120 dias);
6338;879;Teresa Leitão;Maria Teresa Leitão de Melo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6338.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6338;;sen.teresaleitao@senado.leg.br;33032423;1;Não;PT;PE;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6338;879;Teresa Leitão;Maria Teresa Leitão de Melo;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6338.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6338;;sen.teresaleitao@senado.leg.br;;;;PT;PE;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;606;PE;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;606;PE;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;606;PE;;;;;;;Titular;;;;1º Suplente;4768;Silvio Costa;;;;;;
;;;;;;;;;;;;;;;;;;;;;606;PE;;;;;;;Titular;;;;2º Suplente;6368;Francisco Alexandre;;;;;;
;;;;;;;;;;;;;;;;;;;;;606;PE;;;;;;;Titular;;;;;;;3019;2023-02-01;;;;
5736;876;Tereza Cristina;Tereza Cristina Correa da Costa Dias;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5736.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5736;;sen.terezacristina@senado.leg.br;33032431;1;Não;PP;MS;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5736;876;Tereza Cristina;Tereza Cristina Correa da Costa Dias;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5736.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5736;;sen.terezacristina@senado.leg.br;;;;PP;MS;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;595;MS;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;595;MS;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;595;MS;;;;;;;Titular;;;;1º Suplente;6332;Tenente Portela;;;;;;
;;;;;;;;;;;;;;;;;;;;;595;MS;;;;;;;Titular;;;;2º Suplente;6333;Paulo Salomão;;;;;;
;;;;;;;;;;;;;;;;;;;;;595;MS;;;;;;;Titular;;;;;;;3012;2023-02-01;;;;
5899;864;Vanderlan Cardoso;Vanderlan Vieira Cardoso;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899;;sen.vanderlancardoso@senado.leg.br;33032092;1;Não;PSD;GO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5899;864;Vanderlan Cardoso;Vanderlan Vieira Cardoso;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899;;sen.vanderlancardoso@senado.leg.br;33032099;4;Não;PSD;GO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5899;864;Vanderlan Cardoso;Vanderlan Vieira Cardoso;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899;;sen.vanderlancardoso@senado.leg.br;;;;PSD;GO;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;538;GO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;538;GO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;1º Suplente;453;Pedro Chaves;;;;;;
;;;;;;;;;;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;2º Suplente;5912;Jader Melo;;;;;;
;;;;;;;;;;;;;;;;;;;;;538;GO;;;;;;;Titular;;;;;;;2938;2019-02-01;;;;
5748;821;Veneziano Vital do Rêgo;Veneziano Vital do Rêgo Segundo Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748;;sen.venezianovitaldorego@senado.leg.br;33032252;1;Não;MDB;PB;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5748;821;Veneziano Vital do Rêgo;Veneziano Vital do Rêgo Segundo Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748;;sen.venezianovitaldorego@senado.leg.br;33032481;3;Não;MDB;PB;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
5748;821;Veneziano Vital do Rêgo;Veneziano Vital do Rêgo Segundo Neto;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5748;;sen.venezianovitaldorego@senado.leg.br;;;;MDB;PB;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;564;PB;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;564;PB;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;1º Suplente;63;Ney Suassuna;;;;;;
;;;;;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;2º Suplente;5995;Suely Santiago;;;;;;
;;;;;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;;;;2963;2021-01-22;;;;
;;;;;;;;;;;;;;;;;;;;;564;PB;;;;;;;Titular;;;;;;;2939;2019-02-01;2020-09-23;LP;Licença Particular;
5411;808;Weverton;Weverton Rocha Marques de Sousa;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411;;sen.wevertonrocha@senado.leg.br;33034161;1;Não;PDT;MA;;;;;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
5411;808;Weverton;Weverton Rocha Marques de Sousa;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411;;sen.wevertonrocha@senado.leg.br;33031655;2;Não;PDT;MA;;;;;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
5411;808;Weverton;Weverton Rocha Marques de Sousa;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411;;sen.wevertonrocha@senado.leg.br;;;;PDT;MA;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Sim;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;529;MA;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;529;MA;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;1º Suplente;5892;Roberth Bringel;;;;;;
;;;;;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;2º Suplente;5893;Suely Pereira;;;;;;
;;;;;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;;;;2995;2022-11-04;;;;
;;;;;;;;;;;;;;;;;;;;;529;MA;;;;;;;Titular;;;;;;;2940;2019-02-01;2022-07-06;LCS;Licença com convocação de suplente (sup 120 dias);
5070;870;Wilder Morais;Wilder Pedro de Morais;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5070.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5070;https://www.wildermorais.com.br/;sen.wildermorais@senado.leg.br;33036440;2;Não;PL;GO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5070;870;Wilder Morais;Wilder Pedro de Morais;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5070.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5070;https://www.wildermorais.com.br/;sen.wildermorais@senado.leg.br;;;;PL;GO;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;601;GO;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;601;GO;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;601;GO;;;;;;;Titular;;;;1º Suplente;6356;Izaura Cardoso;;;;;;
;;;;;;;;;;;;;;;;;;;;;601;GO;;;;;;;Titular;;;;2º Suplente;6357;Hélio Araújo;;;;;;
;;;;;;;;;;;;;;;;;;;;;601;GO;;;;;;;Titular;;;;;;;3023;2023-02-01;;;;
5783;818;Zenaide Maia;Zenaide Maia Calado Pereira dos Santos;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783;;sen.zenaidemaia@senado.leg.br;33032371;1;Não;PSD;RN;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5783;818;Zenaide Maia;Zenaide Maia Calado Pereira dos Santos;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783;;sen.zenaidemaia@senado.leg.br;33032372;2;Não;PSD;RN;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5783;818;Zenaide Maia;Zenaide Maia Calado Pereira dos Santos;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783;;sen.zenaidemaia@senado.leg.br;33032358;3;Não;PSD;RN;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
